salesforce_account_id,account_name,uc_dollars,non_uc_dollars,total_dollars,uc_pct,total_dbus
001Vp00000NilxNIAR,THE FOOTBALL LEAGUE OF WALES LIMITED,0.0,874.52,874.52,0.0,2572.13
001Vp00000dyw4KIAQ,FOURNET LIMITED,582.4,290.85,873.25,66.7,1431.89
0018Y00002qSi6MQAS,Interpath Advisory,0.0,867.98,867.98,0.0,2133.6
001Vp00000ZsdgFIAR,Iris Software,585.76,282.0,867.77,67.5,2055.32
0016100001Ey4nQAAR,Avanade Inc (HQ),33.72,831.79,865.51,3.9,12394.91
001Vp00000Pm8EbIAJ,Ergo Travel (UK),383.27,478.26,861.53,44.5,55268.8
001Vp00000Zu8tGIAR,ASPRIS (ARDEN) LIMITED,740.15,113.01,853.17,86.8,1946.86
0018Y0000347e24QAA,AXA Venture Partners,0.0,847.03,847.03,0.0,2017.22
001Vp00000bsLwbIAE,Spinnaker Analytics Llc,1.62,839.24,840.86,0.2,3091.88
0013f000009fBQXAA2,Coforge  Inc. (HQ),0.0,822.13,822.13,0.0,3312.0
001Vp00000SsRrGIAV,adoptfarmer.org,1.99,814.26,816.25,0.2,960.59
0018Y000031Eof0QAC,MACR Software,151.26,662.75,814.01,18.6,5628.0
0018Y000036eArPQAU,Audere Solutions,2.78,811.21,813.99,0.3,1367.13
001Vp00000HlODFIA3,MB&G Insurance,0.0,808.89,808.89,0.0,2379.08
001Vp0000038xBJIAY,Kids Planet Day Nurseries,0.0,799.79,799.79,0.0,1710.78
0016100001TPKblAAH,Norton Rose Fulbright LLP,208.32,589.38,797.7,26.1,42072.82
00161000005eOjEAAU,Boston Consulting Group (HQ),0.75,794.12,794.87,0.1,1707.31
0016100001fQSasAAG,Tokyo Electron,0.0,788.63,788.63,0.0,2359.03
0016100001VcxHhAAJ,Sonova,617.35,167.95,785.3,78.6,1887.7
001Vp00000J9LzzIAF,advisoryai.com,232.03,546.81,778.83,29.8,1136.78
0016100001WQRxKAAX,Kainos,0.39,775.74,776.13,0.0,2315.54
0018Y0000346xucQAA,Edinburgh District Council,0.0,769.52,769.52,0.0,1936.5
00161000016vlYTAAY,WPP,496.56,264.32,760.87,65.3,1607.22
001Vp00000MWKQVIA5,Newcastle Soccer League,0.0,760.71,760.71,0.0,2728.51
0016100001H5p4EAAR,Dataiku,4.77,751.29,756.06,0.6,5382.48
0014N00002BCSpyQAH,Kagool,0.0,731.19,731.19,0.0,2150.55
001Vp00000RppU2IAJ,FLR SPECTRON LIMITED,230.72,496.97,727.69,31.7,3485.44
001Vp00000QAlZoIAL,Sheffield United FC,339.66,386.64,726.3,46.8,1020.25
0014N00001nfk5dQAA,Cundall,289.58,434.27,723.85,40.0,14859.07
0018Y00002fr2p0QAA,Orbitax,0.0,706.18,706.18,0.0,2076.97
001Vp00000TK3pAIAT,Kingsley Napley,351.99,348.8,700.79,50.2,3522.66
001Vp00000GwhD9IAJ,Midland Heart,97.12,583.31,680.43,14.3,2894.31
0013f000002nL05AAE,Symend,0.0,667.58,667.58,0.0,1795.28
0018Y000031E5zkQAC,Edge Health UK,189.28,477.96,667.23,28.4,1429.45
001Vp00000Bx0x3IAB,molsondev.com,0.0,659.25,659.25,0.0,2615.77
0018Y000036eANJQA2,Go-Pak UK,298.03,360.37,658.4,45.3,1333.97
0016100000UNJboAAH,adidas AG,4.1,643.18,647.28,0.6,8876.64
001Vp00000763LlIAI,Ayasdi  Inc.,460.33,183.77,644.1,71.5,1174.54
0016100001H6kvLAAR,Queen Mary University of London,525.31,115.65,640.96,82.0,1958.71
0018Y00002kwVWHQA2,Novade Solutions Pte Ltd,174.66,453.59,628.25,27.8,1241.48
001Vp000000xCq9IAE,The Law Society of England and Wales,233.96,382.88,616.84,37.9,11441.61
001Vp00000W6Up4IAF,EQUE2 LIMITED,392.76,222.72,615.48,63.8,3467.62
001Vp000008C7NxIAK,TUBR LTD,0.0,608.0,608.0,0.0,8830.82
0013f000009efbYAAQ,Interswitch Ltd,0.0,587.38,587.38,0.0,1384.46
0016100001Ivx3TAAR,Landmark Information Group,0.0,586.14,586.14,0.0,2373.48
0018Y00002vRS5OQAW,Mersey Care NHS Foundation Trust,5.29,573.88,579.17,0.9,1675.45
0014N00001tNaz6QAC,Clinigen (Previously Idis Pharma),168.22,404.18,572.4,29.4,1645.76
0014N000027Pu3iQAC,Hachette Livre,0.0,571.17,571.17,0.0,1121.09
0013f000004T1h1AAC,SAI,179.66,389.19,568.85,31.6,1662.79
001Vp00000CYTIQIA5,openeducationai.org,0.0,567.89,567.89,0.0,1636.48
001Vp000007cgS6IAI,Sava.Health,87.46,474.39,561.85,15.6,1037.19
0014N00001iGRy0QAG,ConvaTec,16.65,541.84,558.49,3.0,7360.09
001Vp0000033c2NIAQ,WJ,141.81,408.9,550.71,25.8,1051.01
001Vp00000IbjdRIAR,algo1.ai,123.02,427.09,550.11,22.4,1096.89
001Vp000006eL79IAE,Appcentrica Inc,442.59,104.07,546.66,81.0,6544.31
0018Y00002fshUJQAY,Midlands and Lancashire Commissioning Support Unit,431.94,114.33,546.27,79.1,1431.16
001Vp00000djTQoIAM,4SYTE LTD,202.04,332.86,534.9,37.8,883.03
001Vp000003FpOnIAK,CUBICO SUSTAINABLE INVESTMENTS GP 1 LIMITED,0.0,527.25,527.25,0.0,1322.64
001Vp000003Ol7jIAC,FLIGHT CENTRE TRAVEL GROUP (EUROPEAN HOLDINGS) LTD,0.0,524.25,524.25,0.0,1937.22
001Vp0000033VidIAE,inni.co.uk,225.57,296.29,521.85,43.2,964.94
001Vp00000392cHIAQ,CUSTOMER VALUE ENGINEERING Ltd. (Trading as Intuita Consulting),199.26,316.25,515.51,38.7,2878.93
0016100001G26IoAAJ,BP - Global HQ,0.0,510.89,510.89,0.0,9195.23
0014N00001g7k8pQAA,Close Brothers,229.06,280.26,509.32,45.0,7392.55
0014N00001g7CFKQA2,Capgemini Italy,0.0,508.14,508.14,0.0,1234.25
001Vp000004HFOtIAO,SEVEN INVESTMENT MANAGEMENT LLP,320.07,187.52,507.59,63.1,1065.5
001Vp000007RGJGIA4,WHITEZIP LIMITED,0.0,489.54,489.54,0.0,1559.15
001Vp00000VoD9uIAF,CloserStill Media,268.67,212.86,481.53,55.8,859.02
001Vp00000eVqPxIAK,TCC GROUP LTD,97.67,381.56,479.22,20.4,1013.06
0018Y00002qSfbmQAC,Abp Limited,0.0,478.56,478.56,0.0,1655.92
001Vp0000038zuGIAQ,FATHOM CONSULTING INC,0.0,476.37,476.37,0.0,1018.97
0016100001XnXnmAAF,RELX Group,52.46,412.52,464.98,11.3,1411.69
0014N000027QWr5QAG,East Suffolk and North Essex NHS Foundation Trust,0.0,462.54,462.54,0.0,1511.03
001Vp00000OxRpaIAF,IPSUM CAPITAL HOLDINGS LIMITED,177.0,284.33,461.33,38.4,588.87
0013f000009dyXlAAI,Warwickshire County Council,107.81,349.49,457.29,23.6,913.31
0013f000008oiRtAAI,Pinsent Masons,110.72,343.58,454.3,24.4,7411.49
0016100001F0zLdAAJ,EG Group - EMEA,308.85,144.58,453.43,68.1,874.44
0014N00001nfk7UQAQ,First Rate Exchange,0.0,453.3,453.3,0.0,4139.64
001Vp00000Ez01WIAR,SERIOS GROUP LIMITED,185.14,254.77,439.91,42.1,721.85
0016100000Wy1oOAAR,Sub2 Technologies,0.0,439.03,439.03,0.0,939.49
0018Y000031Di52QAC,HealthHero,0.0,434.98,434.98,0.0,2072.74
0018Y00002mymfxQAA,Wincanton Plc,408.5,24.54,433.04,94.3,1089.74
001Vp0000084w0rIAA,OBAN MULTILINGUAL STRATEGY LIMITED,0.0,428.56,428.56,0.0,1260.48
001Vp000003pD9aIAE,Aptitude Advisors Limited,0.84,427.56,428.4,0.2,542.1
0013f000009egULAAY,OCS Group,0.0,426.38,426.38,0.0,6191.89
0014N00001tNbElQAK,The Restaurant Group,0.0,424.99,424.99,0.0,1377.95
001Vp000003FpoZIAS,odysse.co.uk,229.7,193.05,422.75,54.3,923.11
001Vp000008EFSfIAO,MERCURY XRM LIMITED,3.21,406.0,409.21,0.8,507.4
0018Y00002qRq8fQAC,Aerial Direct Ltd,0.0,407.81,407.81,0.0,819.39
001Vp00000ALpRZIA1,RICHMOND HOUSING PARTNERSHIP LIMITED,100.27,294.28,394.55,25.4,13978.77
0018Y00002lqXKBQA2,Ellis,0.0,390.23,390.23,0.0,1147.73
0016100001TPJy5AAH,Kearney,0.0,388.46,388.46,0.0,1142.67
0018Y00002qRfKbQAK,Brown & Brown Europe,120.62,265.53,386.15,31.2,21415.56
001Vp0000033YgVIAU,ZAHA HADID LIMITED,272.46,112.17,384.62,70.8,18722.46
0014N00001g8SVyQAM,Capgemini America  Inc.,21.11,362.59,383.7,5.5,790.0
0018Y0000347o1oQAA,Sterling Pharma Solutions,170.75,209.35,380.09,44.9,723.96
0018Y000031Di4iQAC,Orderly,246.1,126.82,372.92,66.0,1302.87
001Vp000007kWH3IAM,WITHERSLACK GROUP (HOLDINGS) LIMITED,356.97,12.81,369.78,96.5,930.55
0016100000ZcJIZAA3,McKinsey & Company (HQ),104.98,255.41,360.39,29.1,730.72
0013f000009eMxlAAE,ANS Group,190.16,170.22,360.37,52.8,959.92
001Vp0000033eE3IAI,flexicare.com,0.0,359.71,359.71,0.0,966.7
0014N00002D9JBpQAN,STATSports,97.84,260.08,357.92,27.3,781.73
001Vp0000039091IAA,natpower.com,0.0,355.97,355.97,0.0,2356.76
0018Y00002vRRlJQAW,3i Solutions shpk,0.0,352.25,352.25,0.0,3202.5
0014N00001g7UnoQAE,The Cipher Group,0.0,342.18,342.18,0.0,808.74
001Vp00000395euIAA,Factor 50,158.11,180.74,338.85,46.7,799.59
001Vp00000Ibkw6IAB,4-admin.co.uk,128.16,207.74,335.9,38.2,597.76
0016100001WowEqAAJ,The University of Nottingham,0.0,333.81,333.81,0.0,835.94
0014N00001iGe5iQAC,Merits,13.23,318.83,332.06,4.0,1136.51
001Vp00000Rf1yOIAR,Axiom Intelligence,38.67,292.33,330.99,11.7,3802.53
0013f0000065ARiAAM,National Grid USA Service Company,0.0,330.94,330.94,0.0,1288.44
0013f000005RNbeAAG,Property Market Analysis LLP,124.74,204.26,329.0,37.9,430.56
0013f0000064m6tAAA,Avanade,0.0,323.29,323.29,0.0,1049.28
001Vp000008tRpTIAU,People 2.0,121.2,200.47,321.66,37.7,4820.85
001Vp00000Nl4uHIAR,totalpolitics.com,20.74,298.61,319.36,6.5,551.66
001Vp00000YvlcyIAB,Dorset Healthcare University NHS Foundation Trust,117.86,190.85,308.72,38.2,548.08
001Vp00000f9qHXIAY,THE CHARITY BANK LIMITED,146.44,159.39,305.83,47.9,579.43
0016100001XnYzyAAF,Mott MacDonald,69.65,234.69,304.34,22.9,741.9
0016100001TPLCSAA5,CRA International,62.69,238.84,301.53,20.8,133907.5
001Vp00000dzTwHIAU,THINK FUTURE LIMITED,0.0,301.24,301.24,0.0,700.67
001Vp000009D3KiIAK,DCFC LIMITED,6.2,294.89,301.09,2.1,694.94
0016100001G26I2AAJ,SITA,129.29,169.53,298.82,43.3,2705.81
0018Y00002fruFlQAI,Peterson,0.0,298.01,298.01,0.0,643.99
0018Y00002yETSzQAO,Scottish Borders Council,0.0,296.32,296.32,0.0,1293.28
001Vp000006nC6KIAU,datavisionservices.co.uk,0.0,295.92,295.92,0.0,776.22
001Vp00000HWVV7IAP,STOKE CITY FOOTBALL CLUB LIMITED,0.0,295.65,295.65,0.0,1023.04
0016100001dRoArAAK,Covetrus,0.0,295.07,295.07,0.0,1168.4
001Vp00000YmeijIAB,AVASK GLOBAL COMPLIANCE LTD,236.05,48.05,284.1,83.1,738.85
001Vp0000033eYsIAI,bainescutler.co.uk,207.28,73.98,281.26,73.7,616.89
001Vp00000D0dTMIAZ,InFynd,18.75,260.37,279.12,6.7,1055.8
001Vp00000ZQifaIAD,britishsailingteam.com,0.0,278.83,278.83,0.0,966.87
0018Y000036e4RKQAY,IHP ANALYTICS LIMITED,0.0,274.63,274.63,0.0,1827.11
0018Y000031E2KBQA0,Credit Canary,138.83,134.93,273.76,50.7,609.57
0016100001XnYzAAAV,GHD Services,0.59,273.1,273.7,0.2,699.04
0018Y00002fpZHvQAM,Twentyci Limited,80.45,191.9,272.35,29.5,733.7
001Vp0000033gkCIAQ,Norfolk Constabulary,0.0,272.12,272.12,0.0,667.23
001Vp00000ZCTTWIA5,AGRONI RESEARCH LIMITED,161.24,104.8,266.03,60.6,443.56
001Vp00000ImCSlIAN,neptunenorth.co.uk,170.49,90.99,261.48,65.2,540.87
0018Y000032TDG5QAO,Axis Europe Plc,0.0,253.97,253.97,0.0,2343.4
001Vp00000SqJ1fIAF,mysterahealth.com,228.37,25.48,253.84,90.0,3955.58
0014N00001ndEtXQAU,CFT,0.0,248.72,248.72,0.0,834.6
001Vp0000033UHrIAM,OPTIMA CONSULTANTS LIMITED,48.1,198.11,246.21,19.5,410.74
0014N00001neyTAQAY,REED EXECUTIVE LIMITED,141.03,94.83,235.85,59.8,598.74
001Vp00000393zWIAQ,Intelligent Insurance,140.19,94.75,234.94,59.7,469.72
0016100000U5DlaAAF,Honeywell,0.0,233.66,233.66,0.0,1385.58
0018Y00002yGCv0QAG,CGI UK,82.36,143.33,225.69,36.5,378.42
001Vp00000BItiuIAD,HOLLAND MOUNTAIN GROUP LIMITED,139.34,84.38,223.72,62.3,290.53
001Vp00000DFJMIIA5,The Data Company Group Ltd,56.86,165.1,221.97,25.6,387.81
0016100001dQzbMAAS,Numerator,77.5,140.17,217.67,35.6,1017.07
001Vp0000096I3XIAU,Bluegem Capital Partners,154.19,61.17,215.36,71.6,528.02
001Vp0000033UOVIA2,sertconsulting.co,109.08,106.09,215.18,50.7,463.48
001Vp000005e5nhIAA,Joblogic,78.27,136.82,215.09,36.4,537.73
001Vp0000033e4PIAQ,Analytics 8 LTD,55.08,156.64,211.72,26.0,272.0
001Vp00000Q6pSHIAZ,NATIONAL SOCIETY FOR THE PREVENTION OF CRUELTY TO CHILDREN,62.04,143.89,205.93,30.1,305.57
0013f000008otweAAA,Ultromics Ltd,0.0,203.7,203.7,0.0,1587.95
0014N00001g8gnvQAA,TEAM Software,142.73,59.89,202.62,70.4,683.83
001Vp00000Az2gfIAB,BRISTOL WASTE COMPANY LIMITED,143.14,58.83,201.97,70.9,508.36
001Vp00000GXR6hIAH,JAWRAA CO,0.0,201.18,201.18,0.0,494.49
001Vp0000033iO0IAI,EDGEFOLIO UK LIMITED,0.0,198.53,198.53,0.0,421.81
0014N00001g7xdAQAQ,Noon,0.0,194.26,194.26,0.0,571.43
0016100001UgrMHAAZ,The Data Shed,0.0,192.2,192.2,0.0,753.74
0018Y0000348hcjQAA,Leicestershire Partnership NHS Trust,92.01,98.39,190.4,48.3,6978.1
0013f000005S3HAAA0,Exponentia.ai Private limited,0.0,186.76,186.76,0.0,3191.28
0014N00002D7jZvQAJ,Washington State Department of Health,31.25,147.08,178.33,17.5,342.92
001Vp00000MWvmTIAT,indstry.ai,0.0,175.94,175.94,0.0,627.22
001Vp0000033SG3IAM,CELEBRUS TECHNOLOGIES PLC,0.0,174.83,174.83,0.0,414.58
0013f000004RZgSAAW,Belmont Green Finance Limited,0.0,173.91,173.91,0.0,437.65
0016100000Zcov9AAB,Trend Micro,0.0,169.51,169.51,0.0,2100.62
0018Y00002vQ9nAQAS,Vitesse PSP Limited,58.35,110.09,168.44,34.6,211.5
001Vp00000gom2vIAA,pairnow.ai,65.29,100.26,165.55,39.4,268.83
0014N00001nf83yQAA,Big Village,0.0,165.28,165.28,0.0,711.07
0018Y00002seMc5QAE,CREDERA HOLDINGS LIMITED,0.0,163.83,163.83,0.0,282.47
001Vp00000d0d7oIAA,inventur.uk,0.0,162.21,162.21,0.0,477.08
0016100001DzUOqAAN,JCDecaux,0.0,160.14,160.14,0.0,470.99
0016100001aquiiAAA,Plain Concepts (HQ),0.0,159.38,159.38,0.0,330.78
0016100001WR9y0AAD,Version 1,0.0,158.62,158.62,0.0,326.08
001Vp00000UMBZvIAP,CBPE VIII INVESTCO LIMITED,39.28,118.45,157.73,24.9,230.92
001Vp0000067CPUIA2,Raaslab,47.67,109.45,157.11,30.3,249.78
0016100001SRVoQAAX,Ross,6.07,149.0,155.07,3.9,440.54
0013f000009eNNXAA2,MiiCare,0.0,149.94,149.94,0.0,718.82
001Vp000004VGW6IAO,Uinsure,0.0,149.23,149.23,0.0,902.29
00161000015I3vpAAC,Dentsu Media,0.0,144.42,144.42,0.0,531.58
001Vp000002SIYnIAO,Leumit Health Care,82.78,56.17,138.95,59.6,270.47
001Vp0000033bFqIAI,vanteceurope.com,0.0,136.7,136.7,0.0,481.08
001Vp00000f068KIAQ,Journey Hospitality,65.19,67.61,132.8,49.1,235.27
001Vp000005BPRiIAO,CAPIFY HOLDINGS LIMITED,0.0,132.62,132.62,0.0,1040.16
001Vp00000HQppyIAD,HARCUS PARKER LIMITED,70.4,61.96,132.36,53.2,224.6
0013f000009f5RGAAY,Indicium 1 (Mesh),17.4,114.23,131.63,13.2,500.65
001Vp00000bM53oIAC,revolutionise.uk.com,74.12,57.33,131.44,56.4,1174.12
0016100001D5Xc3AAF,NHS Digital,0.0,129.91,129.91,0.0,317.28
001Vp0000033hd2IAA,ocasahomes.co.uk,0.0,129.4,129.4,0.0,276.78
001Vp00000fMkfhIAC,Smarter Communities,24.49,103.43,127.92,19.1,200.88
0018Y00002frBndQAE,Hamilton Fraser,0.0,125.79,125.79,0.0,435.25
001Vp00000UJsjNIAT,XLVET UK LIMITED,68.88,55.14,124.02,55.5,251.49
001Vp00000KdO6zIAF,LB FINANCIAL SOLUTIONS LIMITED,0.0,123.7,123.7,0.0,311.28
001Vp000007qo4tIAA,University Hospital North Midlands,106.16,16.02,122.18,86.9,17905.26
0013f0000064JXgAAM,Mowi,0.0,120.64,120.64,0.0,417.44
0013f000009gLQJAA2,Sizewell C,33.55,86.34,119.89,28.0,4724.97
0018Y00002o1BZvQAM,West Sussex County Council,0.0,119.8,119.8,0.0,334.19
001Vp000003vnC7IAI,YORK ST JOHN UNIVERSITY,118.26,0.49,118.75,99.6,292.63
001Vp00000adiVzIAI,Viticulture LLC,25.86,92.53,118.39,21.8,210.66
001Vp00000UwEzGIAV,usshq.co.uk,42.33,75.49,117.82,35.9,4620.13
001Vp0000033hK2IAI,AMEK INVESTMENTS (CENTRAL LONDON) LIMITED,0.0,116.56,116.56,0.0,342.81
0016100001fQcT4AAK,National Records of Scotland,54.1,61.15,115.24,46.9,290.01
001Vp00000cbcGbIAI,martleycap.com,44.08,69.8,113.88,38.7,223.29
001Vp000005yqbzIAA,aviationsustainabilityforum.com,32.64,80.0,112.64,29.0,151.69
0016100001XnatzAAB,Aurizon,102.16,10.21,112.37,90.9,372.44
001Vp00000EKnJ3IAL,pontistechnology.com,0.0,111.01,111.01,0.0,328.3
0013f000009dxZaAAI,SG Fleet,28.48,80.55,109.03,26.1,13421.29
0016100001Qceu9AAB,Alvarez & Marsal,0.0,106.56,106.56,0.0,357.78
001Vp00000GqDKwIAN,ENCORE SEARCH (LONDON) LLP,85.28,21.23,106.52,80.1,227.85
001Vp0000033iZDIAY,Perenna,0.0,102.62,102.62,0.0,217.49
001Vp00000PLkWLIA1,Avicenatech  Corp.,0.0,102.1,102.1,0.0,224.68
001Vp00000LtL69IAF,MISSION AVIATION FELLOWSHIP INTERNATIONAL,0.0,100.64,100.64,0.0,215.28
0014N00001tNZTvQAO,FDM Group,0.0,98.73,98.73,0.0,455.49
001Vp00000dcoyFIAQ,NUBREED HOTELS LTD,37.03,60.5,97.53,38.0,1623.62
0018Y00002pLoRcQAK,Ernst & Young GmbH,81.44,12.02,93.47,87.1,221.16
0018Y00002pLZRJQA4,RoundShield,0.0,93.41,93.41,0.0,323.2
001Vp000008hj3jIAA,payine.com,0.0,93.01,93.01,0.0,321.82
0016100001YhaFpAAJ,Altius aquired by Avanade,0.0,92.86,92.86,0.0,233.47
0016100001EyiyuAAB,EXL Service,33.32,59.26,92.58,36.0,2402.49
0013f000009eYmCAAU,Crezco,43.37,48.04,91.41,47.4,150.04
0018Y00002scE7PQAU,ERNST & YOUNG LLP,5.72,85.37,91.09,6.3,217.7
0013f000009dyX7AAI,Office of the Police and Crime Commissioner of Leicestershire (OPCC),0.0,90.73,90.73,0.0,305.21
001Vp00000AO5nSIAT,Krystal Clarity Ltd,12.15,77.04,89.2,13.6,128.83
001Vp00000Az2ITIAZ,bespoke-xyz.com,0.0,88.56,88.56,0.0,222.85
0016100001TPLL5AAP,Amwins Group,0.0,86.88,86.88,0.0,174.29
001Vp00000IbkZXIAZ,Latus Group,24.98,61.65,86.62,28.8,13412.04
0014N00001g8ztUQAQ,Brown & Brown Insurance,3.7,82.16,85.87,4.3,1409.36
001Vp00000QCAPhIAP,LOOKTHRU LIMITED,45.34,40.51,85.85,52.8,135.84
001Vp00000ZsoF1IAJ,HEALTH NWE LIMITED,37.3,48.24,85.54,43.6,201.19
0018Y000036fLEmQAM,Commonwealth Secretariat,48.84,36.3,85.14,57.4,168.97
001Vp00000cbiFWIAY,ACCESSIBLE INTELLIGENCE LIMITED,22.3,62.57,84.86,26.3,173.63
001Vp00000EKne1IAD,CONTENGO LTD,0.0,83.24,83.24,0.0,174.69
001Vp000003FZVVIA4,wearehypercube.com,5.82,73.54,79.36,7.3,113.98
0013f0000043IMzAAM,Mastek Limited (HQ),0.0,79.23,79.23,0.0,180.96
001Vp000007pyisIAA,Inference Group Ltd,8.3,70.34,78.64,10.6,108.2
001Vp000003fICLIA2,Hippo Digital,40.59,37.51,78.1,52.0,99.17
001Vp000006nFgrIAE,NATIONAL TRAINING COMPANY LIMITED,0.0,75.05,75.05,0.0,378.66
0014N00001nfk1lQAA,Together Financial Services Limited,26.62,46.99,73.6,36.2,13390.03
0018Y00002m54iEQAQ,Little Journey,0.05,72.73,72.78,0.1,97.15
0016100001XnYnOAAV,Actuant,66.47,5.31,71.78,92.6,139.63
0016100001WnAAxAAN,Somerset NHS Foundation Trust,0.0,69.86,69.86,0.0,164.86
0018Y00002seFc5QAE,System,27.64,39.54,67.19,41.1,129.54
0016100001BItC1AAL,A2Dominion Group,0.0,66.19,66.19,0.0,162.83
001Vp0000033VLzIAM,MAZETIME LTD.,0.0,65.67,65.67,0.0,435.29
001Vp0000033VKGIA2,datawalk.co.uk,24.82,39.29,64.1,38.7,101.04
001Vp0000054fBYIAY,WAKE MEDIA GROUP LIMITED,16.5,46.82,63.31,26.1,126.36
001Vp00000DFO2YIAX,brightstonesolutions.co.uk,15.61,47.27,62.87,24.8,78.85
00161000019qS67AAE,Stantec,0.0,62.46,62.46,0.0,4525.16
001Vp00000Qnq6ZIAR,Cartrefi Cymunedol Gwynedd,0.0,62.41,62.41,0.0,149.4
0014N000020qoG6QAI,Elysium Healthcare,60.72,0.29,61.01,99.5,130.56
0016100000U5DvCAAV,Halliburton,0.17,60.61,60.78,0.3,4525.01
001Vp00000FGNhaIAH,alumno.unlam.edu.ar,2.04,56.67,58.71,3.5,81.92
0016100001H6k8zAAB,Electricity North West,27.18,30.77,57.96,46.9,71.77
0014N00001tQE66QAG,SLR,9.64,47.96,57.6,16.7,102.18
001Vp00000achNSIAY,iquoteltd.com,0.0,57.34,57.34,0.0,168.66
0016100001EzrqSAAR,Cubic,4.6,52.63,57.23,8.0,113.28
001Vp00000CKWT3IAP,uhxel.net,15.07,42.15,57.22,26.3,106.94
0014N00001zBVhoQAG,Ofgem,15.8,40.92,56.72,27.9,85.5
0016100001N3VlAAAV,Informa,0.0,56.71,56.71,0.0,166.78
001Vp0000033VZ4IAM,LYKUS TECHNOLOGIES LIMITED,12.96,42.26,55.22,23.5,125.14
001Vp00000XukRmIAJ,Lightrock LLP,11.22,43.87,55.09,20.4,93.81
001Vp000003FmfTIAS,CATALYTICS DATUM PRIVATE LIMITED,0.0,54.61,54.61,0.0,191.02
0016100001Dy5h7AAB,The Rank Group,0.0,54.31,54.31,0.0,187.94
0016100001G29sBAAR,MultiChoice,22.27,30.85,53.12,41.9,92.91
0016100001ODYqIAAX,Persistent Systems Limited,0.0,52.56,52.56,0.0,150.1
0018Y0000347GBRQA2,Orkes Inc.,33.27,17.87,51.14,65.1,93.97
001Vp00000L7o2QIAR,BIG BUSINESS WINS LIMITED,0.0,50.28,50.28,0.0,173.98
001Vp00000hDFoTIAW,G'S FRESH MUSHROOMS LIMITED,0.0,50.11,50.11,0.0,107.92
0014N00001iHAGbQAO,City Facilities Management,6.64,42.68,49.32,13.5,134.53
0013f0000064r7XAAQ,Compleat Software,0.0,49.32,49.32,0.0,145.06
0018Y00002kw7EJQAY,Distributed Analytics Solutions,22.73,26.21,48.94,46.4,110.24
001Vp0000033VnOIAU,XYENTA LIMITED,0.06,48.61,48.67,0.1,75.27
001Vp000003FlQBIA0,uptitude.cloud,7.98,40.59,48.58,16.4,309.74
001Vp00000YKChRIAX,iace.mod.gov.uk,31.69,15.89,47.58,66.6,155.65
001Vp000004QaDrIAK,FOIL Limited,1.22,46.3,47.52,2.6,67.29
001Vp00000390FPIAY,SOFTWIRE TECHNOLOGY LIMITED,15.76,31.48,47.24,33.4,136.66
0018Y00002kwiWDQAY,Springpeople,14.68,31.92,46.6,31.5,99.73
0018Y000032TTshQAG,Midlands Partnership University NHS Foundation Trust,0.0,46.41,46.41,0.0,166.17
00161000016unapAAA,Campbell,0.0,46.4,46.4,0.0,214.07
001Vp00000gDXAtIAO,syntheticr.ai,34.54,11.69,46.23,74.7,157.59
0016100001QfHVqAAN,Jellyvision,16.85,29.35,46.2,36.5,75.58
001Vp00000Qpr6bIAB,moodly.education,0.69,44.9,45.59,1.5,70.59
001Vp00000PLn7kIAD,BASAMH TRADING AND INDUSTRIES GROUP,14.19,30.96,45.16,31.4,55.92
001Vp00000V0K3lIAF,hikrutech.com,14.53,30.07,44.6,32.6,70.13
001Vp00000as4ukIAA,BLUEPRINT HOLDINGS (MALTA) LTD,11.85,32.64,44.49,26.6,65.24
0014N000027QibZQAS,Sony Electronics SG,1.03,43.3,44.33,2.3,107.63
0016100000U5DviAAF,Cognizant Technology Solutions (HQ),12.2,31.93,44.13,27.7,166.19
001Vp00000JjGDuIAN,barcanet.com,17.37,26.66,44.03,39.5,88.27
0016100001H5GSCAA3,Skanska,10.76,32.61,43.36,24.8,71.95
0016100001SR6UHAA1,Stark,0.0,43.05,43.05,0.0,101.38
001Vp00000YMCmyIAH,inheritec.co.uk,0.0,42.91,42.91,0.0,126.2
001Vp0000033UBMIA2,GAMA HEALTHCARE CORPORATION LIMITED,0.0,42.63,42.63,0.0,107.27
001Vp00000dz7KjIAI,AUDACIA CONSULTING LIMITED,13.37,28.85,42.22,31.7,83.92
001Vp00000cvNrdIAE,ENGAUGE CONSULTING LLP,25.52,16.48,42.0,60.8,93.89
0018Y00002m547VQAQ,iQ Student Accommodation,36.58,4.52,41.09,89.0,97.43
0016100000U5DpQAAV,CBRE,28.54,11.78,40.32,70.8,87.4
0013f000004PokVAAS,Microlise,9.06,31.2,40.26,22.5,56.25
0014N000020plXcQAI,Capital On Tap,0.0,39.64,39.64,0.0,53.59
001Vp00000byvMJIAY,illuminatingcontext.com,10.98,28.19,39.17,28.0,67.25
001Vp0000059FwDIAU,clickflow.co.uk,0.0,38.84,38.84,0.0,81.81
001Vp00000eOzOHIA0,rivieratravel.tech,18.86,19.84,38.7,48.7,98.5
001Vp00000XVhFNIA1,dbax.co.uk,4.48,33.44,37.91,11.8,78.2
0016100001TPL0RAAX,UNIT4,26.61,11.18,37.79,70.4,92.92
001Vp00000JIFNVIA5,University of Toronto,13.18,24.55,37.73,34.9,82.2
0016100001H6O2wAAF,Next Retail Ltd,0.41,37.27,37.68,1.1,86.38
