salesforce_account_id,account_name,uc_dollars,non_uc_dollars,total_dollars,uc_pct,total_dbus
001Vp00000FxAtyIAF,INSPIRED EDUCATION HOLDINGS LIMITED,1018.51,4688.2,5706.71,17.8,7939.95
0014N00001nfjwqQAA,Actis,2349.35,3284.56,5633.91,41.7,24210.14
001Vp0000033XCOIA2,CIRCYL LIMITED,45.19,5584.58,5629.77,0.8,14449.94
0013f000008oynzAAA,Amplius,9.58,5580.1,5589.68,0.2,19090.82
0018Y00002zJ1FvQAK,CALA GROUP (HOLDINGS) LIMITED,0.0,5534.58,5534.58,0.0,13878.6
001Vp00000YmkjJIAR,WINTERBOTHAM DARBY & CO.LIMITED,1334.29,4157.68,5491.97,24.3,10753.71
0016100001fQSRXAA4,El Al Israel Airlines,4160.61,1305.89,5466.5,76.1,20178.46
001Vp00000FG7WPIA1,SIMPLIFY GROUP LIMITED,2947.1,2296.79,5243.88,56.2,23130.08
0014N00001netJ4QAI,Flagstone,1852.49,3332.69,5185.18,35.7,22394.25
0018Y00002seuqUQAQ,Inbox Insight Ltd,4535.02,616.77,5151.79,88.0,9456.92
0018Y00002yGyB2QAK,Nuclear AMRC,1804.04,3340.25,5144.3,35.1,11557.3
0018Y000031Cm3GQAS,Enable,2099.56,2957.94,5057.5,41.5,21238.42
0016100001BItHWAA1,Matillion,0.0,4966.12,4966.12,0.0,10333.44
0014N00001iGaOwQAK,Pollinate International,218.41,4742.95,4961.36,4.4,23037.42
001Vp0000033enHIAQ,Leadway Assurance,0.0,4957.17,4957.17,0.0,12463.24
0013f000009fns4AAA,EV Cargo Technology UK Limited,1098.07,3756.14,4854.2,22.6,9245.32
0018Y00002m547lQAA,Chambers and Partners,3370.27,1455.54,4825.81,69.8,19035.38
0013f0000064lLFAAY,Sesame Bankhall Group (SBG),4318.2,495.48,4813.68,89.7,9151.0
0018Y00002sdTVAQA2,Manuka AI Limited (HQ),481.12,4329.85,4810.98,10.0,17238.81
0016100001G26HUAAZ,Aclara Technologies,0.0,4810.11,4810.11,0.0,20529.38
0013f000008oxLsAAI,JMAN Group,2303.13,2501.85,4804.98,47.9,18856.66
001Vp0000033dg1IAA,West of England CA,2861.3,1909.98,4771.28,60.0,19387.33
0013f000009ekt9AAA,Sovereign Housing Association,4.8,4763.82,4768.62,0.1,11368.55
001Vp00000Isv3nIAB,Harbr Data LTD,260.04,4477.12,4737.16,5.5,12536.66
0014N00001g86bXQAQ,Tata Consultancy Services Limited,59.54,4657.75,4717.29,1.3,14894.4
0018Y00002r5KLkQAM,Connected Kerb,2678.19,2039.07,4717.27,56.8,12252.02
0018Y0000347qw8QAA,InterGen,3513.55,1163.51,4677.06,75.1,12424.56
001Vp0000038t7UIAQ,DATASHAPA LIMITED,3971.5,699.82,4671.32,85.0,9299.35
001Vp00000Q66NDIAZ,Clarion Events,2389.52,2272.54,4662.06,51.3,13211.04
001Vp000003970bIAA,Pogust Goodhead,68.23,4564.95,4633.18,1.5,10978.39
001Vp000007IPTwIAO,Quickline,1892.4,2695.85,4588.26,41.2,7888.72
0018Y00002m4sBWQAY,H&T Group plc,2279.56,2274.02,4553.58,50.1,28668.24
0016100001E08I6AAJ,Southern Water,1777.26,2758.87,4536.13,39.2,48388.14
0016100001Qci5cAAB,Worldwide Clinical Trials,2.94,4511.48,4514.42,0.1,13260.3
0013f000004TJ0hAAG,Algebris Investments (Asia) Pte. Ltd.,1037.88,3470.12,4507.99,23.0,83613.71
001Vp00000OxStiIAF,MICHELDEVER GROUP LIMITED,2600.47,1900.0,4500.47,57.8,44732.12
001Vp00000MMbnRIAT,GORE STREET CAPITAL LIMITED,2808.71,1608.64,4417.36,63.6,11146.93
0014N00001nfDdJQAU,Costain,3967.95,442.36,4410.3,90.0,8910.1
0018Y000034808FQAQ,Hamilton Insurance Group,2685.93,1710.73,4396.66,61.1,83680.84
0016100001SRNLcAAP,Hallo,0.0,4382.65,4382.65,0.0,9381.47
0018Y000036f0bzQAA,Transparity Solutions Limited,3714.69,660.74,4375.43,84.9,17576.72
0018Y00002kw0GEQAY,MHR,4081.67,292.29,4373.96,93.3,17478.86
0013f000009fkJZAAY,Scalene Group,3310.48,1060.56,4371.05,75.7,9353.79
0014N000027PUJYQA4,University Of Salford,2851.9,1457.14,4309.04,66.2,26567.91
0013f00000AhoO7AAJ,Simply Asset Finance,0.0,4241.91,4241.91,0.0,14677.88
001Vp00000HAolAIAT,St Mungo's,0.0,4224.68,4224.68,0.0,10519.74
0016100001SQwKAAA1,Distribution Technology,2181.46,2007.86,4189.32,52.1,6647.16
001Vp00000Mo1AnIAJ,GenderGP Limited,4103.5,82.8,4186.3,98.0,8948.53
001Vp000009zt8uIAA,Breathe Battery Technologies,2789.99,1369.7,4159.69,67.1,33142.06
0018Y00002sflrJQAQ,SCGA - Groupe Atlantic,3220.24,920.26,4140.5,77.8,18863.24
001Vp00000KEuWfIAL,shawgibbs.com,3317.46,797.99,4115.46,80.6,23575.25
0018Y000036eAtAQAU,Hurst Point Group,2060.41,2047.19,4107.6,50.2,20670.15
0014N00001iH92bQAC,Coeo Limited,3073.89,1019.98,4093.88,75.1,16733.88
0018Y00002vRoxAQAS,RSSB,1564.9,2476.26,4041.16,38.7,10167.74
0018Y00002nIOoUQAW,Nimbus Property Systems,0.0,4034.38,4034.38,0.0,11672.15
0018Y00002vRpUPQA0,Waterstons Ltd,1554.21,2456.38,4010.59,38.8,35176.13
0014N00001nfkCZQAY,Mattioli Woods,895.46,3091.91,3987.37,22.5,17755.45
001Vp00000DBvtFIAT,Age UK,2645.93,1340.79,3986.72,66.4,34753.79
0013f00000644QBAAY,Bristol City Council,0.0,3971.91,3971.91,0.0,17002.2
0018Y00002frEN4QAM,Martin,16.3,3955.27,3971.58,0.4,18406.55
0018Y00002fqhGAQAY,M6toll,2495.92,1440.78,3936.7,63.4,7500.51
0016100001SRVN5AAP,Crown Consulting,29.94,3870.37,3900.31,0.8,13274.79
0016100001WoXd8AAF,CACI Ltd,1729.55,2158.25,3887.8,44.5,7339.63
0018Y00002r5sblQAA,Briggs Equipment UK Ltd,2275.33,1582.31,3857.64,59.0,6564.43
001Vp000009fGLYIA2,OPEN GI PROJECTS LIMITED,2569.89,1285.65,3855.54,66.7,6082.45
0018Y00002yHgwiQAC,Perbak Capital,0.0,3813.11,3813.11,0.0,9595.74
0014N00001g7yQ1QAI,L&Q,0.0,3800.13,3800.13,0.0,12705.69
0016100001F1bGbAAJ,Capita Plc,1410.82,2352.79,3763.61,37.5,16208.9
001Vp00000LECoVIAX,BARBICAN (PRECIOUS METALS) LIMITED,2814.81,938.23,3753.03,75.0,7720.3
0018Y00002vQ9kkQAC,Human Data Sciences,2992.96,749.01,3741.97,80.0,9495.17
001Vp00000D9Y35IAF,Moody's Analytics - Asset Management Business Unit,29.01,3705.58,3734.59,0.8,11385.91
001Vp0000033aFOIAY,thought-train.co,1252.1,2427.35,3679.45,34.0,18229.66
0014N00001nfkOkQAI,Zonal Retail,1597.83,2070.5,3668.33,43.6,33526.41
0018Y000031E8xEQAS,Data Cubed Ltd,1269.05,2377.1,3646.14,34.8,33646.23
001Vp0000033aDaIAI,Anumana Limited,1856.61,1726.8,3583.41,51.8,9319.4
001Vp000001VcqFIAS,Buckinghamshire Healthcare NHS Trust,3390.81,186.35,3577.15,94.8,9368.78
001Vp00000CoVkzIAF,RED ENGINE  LLC,2255.68,1306.83,3562.51,63.3,6544.67
001Vp000003i09AIAQ,LV= Life & Pensions,0.0,3550.83,3550.83,0.0,8866.55
001Vp0000062jgqIAA,NHS CFA,1088.73,2450.53,3539.25,30.8,20083.61
0013f000005STgmAAG,Calastone,1339.72,2187.44,3527.16,38.0,14416.32
0018Y00002yHgxCQAS,Everyman Media Group,0.0,3524.36,3524.36,0.0,10634.25
001Vp00000Ie1UTIAZ,Indra Renewable Technologies,2664.88,836.8,3501.68,76.1,8243.54
001Vp00000ZsirEIAR,STORAL LEARNING LTD,3254.48,233.65,3488.13,93.3,8753.17
0013f000004TCizAAG,Aiimi,8.04,3466.77,3474.81,0.2,9954.27
0016100001YhDzcAAF,London Borough of Tower Hamlets,2316.13,1150.44,3466.57,66.8,8109.63
0018Y00002sd2oUQAQ,Simmons & Simmons LLP,1.53,3461.06,3462.59,0.0,7071.53
0014N00001wsDd3QAE,Cornerstone Telecommunications Infrastructure Limited,669.32,2791.95,3461.28,19.3,6985.54
0018Y000031D0h1QAC,Raven Housing Trust,1669.0,1783.43,3452.42,48.3,11015.5
0013f000004QzhXAAS,Nest Pensions,506.28,2944.75,3451.03,14.7,23041.5
0013f000009dUnOAAU,NMC Healthcare,0.0,3448.01,3448.01,0.0,7187.31
001Vp000006zl3cIAA,Situ,1570.46,1865.23,3435.69,45.7,9498.17
0016100001WowGDAAZ,Lookers,0.0,3432.95,3432.95,0.0,8639.06
001Vp0000033W6cIAE,Terraquest Group Limited,2001.71,1424.77,3426.49,58.4,6836.99
001Vp00000SZ3cPIAT,Bridgehaven Insurance,1742.41,1677.28,3419.68,51.0,5491.87
0016100001WowHQAAZ,Manchester University Hospitals NHS Foundation Trust (MFT),2205.56,1181.12,3386.68,65.1,13932.29
0018Y00002sd2nNQAQ,Irwin Mitchell LLP,377.15,2981.09,3358.24,11.2,14215.16
001Vp00000V8r0VIAR,KEY RESORTS INTERNATIONAL DMCC,121.04,3198.31,3319.35,3.6,5004.89
0016100001EzrtCAAR,Ebiquity Plc,3242.8,24.49,3267.29,99.3,6987.54
0013f000008oxLdAAI,Conrad Energy,0.0,3267.24,3267.24,0.0,7018.01
001Vp00000TtDqMIAV,Interbridge Mortgages Ltd,1057.08,2209.89,3266.97,32.4,12388.02
0014N00001nfkAsQAI,Killik & Co,1738.45,1507.02,3245.47,53.6,6634.11
0016100000gKuOBAA0,RES Digital Solutions Limited,1940.78,1303.9,3244.68,59.8,47498.64
0014N00001nfDbIQAU,Foster & Partners,1393.3,1847.22,3240.52,43.0,76845.53
0013f000009eviIAAQ,MS Amlin,1.09,3232.26,3233.35,0.0,8320.11
0018Y00002veZWaQAM,Mace,0.0,3192.84,3192.84,0.0,10678.42
001Vp00000CGGLIIA5,bwc-cyberdefence.com,2514.66,678.11,3192.77,78.8,4773.94
001Vp000008zpe5IAA,OmniaMed Communications,2811.8,377.03,3188.82,88.2,8627.21
0013f000005ScCTAA0,Womble Bond Dickinson (UK) LLP,2142.42,1042.47,3184.89,67.3,38462.04
001Vp000008NlJNIA0,smg-team.com,1488.93,1694.63,3183.56,46.8,4263.69
001Vp00000ALOMXIA5,Sphere Entertainment Co.,709.19,2417.05,3126.24,22.7,15222.64
001Vp00000I4XpSIAV,DALCOUR MACLAREN LIMITED,1294.0,1787.56,3081.56,42.0,15276.33
0018Y00002m547kQAA,Ogi Wales,0.0,3076.0,3076.0,0.0,6447.43
0013f000009dyXIAAY,Brent Council,0.0,3019.53,3019.53,0.0,9534.65
001Vp0000067kacIAA,greenlocal.co.uk,0.0,3009.9,3009.9,0.0,7113.9
0016100001VcS8YAAV,AtkinsRealis,840.63,2126.19,2966.82,28.3,5758.51
0016100001UFBhWAAX,BCA Marketplace Limited,0.0,2953.3,2953.3,0.0,8686.19
0016100001OCDPyAAP,First Databank (FDB),2134.17,814.74,2948.91,72.4,6070.5
0016100001Qdu5OAAR,NATS,0.0,2876.82,2876.82,0.0,6883.94
0018Y00002fsSvsQAE,Blend360,343.92,2529.81,2873.73,12.0,20634.48
0014N00001tNbHzQAK,Wilmington Group,1588.89,1248.23,2837.12,56.0,7379.13
001Vp00000ftZTnIAM,STONEBRIDGE,1281.48,1552.32,2833.8,45.2,7735.37
0014N00001tPED4QAO,Castle Trust Bank,1504.96,1311.06,2816.02,53.4,8190.5
001Vp000003fD6NIAU,Glow Services Corp,1700.76,1107.93,2808.69,60.6,102182.77
0018Y00002vRMF7QAO,Metropolitan Police Department,43.17,2727.23,2770.4,1.6,19440.66
0014N00001nezG3QAI,TransferRoom,867.68,1890.46,2758.14,31.5,5394.17
001Vp0000038yQKIAY,Talon,0.0,2734.58,2734.58,0.0,6001.05
001Vp000006DDAVIA4,The Wildlife Trusts,311.52,2421.84,2733.36,11.4,3460.89
0018Y00002nHx3JQAS,Dufrain Consulting,568.81,2164.53,2733.34,20.8,33453.84
0014N00001nfDaUQAU,Buro Happold,140.84,2569.65,2710.49,5.2,10826.87
001Vp00000T6zzPIAR,City of London Police,1025.6,1684.43,2710.04,37.8,6429.2
001Vp0000038rx3IAA,CALEX UK LTD,210.84,2496.27,2707.11,7.8,4770.84
0013f000009dyXCAAY,Financial Services Compensation Scheme,0.0,2703.37,2703.37,0.0,6439.63
001Vp0000033hLIIAY,Anchor Housing,0.0,2624.59,2624.59,0.0,9453.94
0016100001H6kBJAAZ,Home Group,2393.04,228.06,2621.1,91.3,5782.56
001Vp0000054kXdIAI,NEBOSH,1345.43,1273.41,2618.85,51.4,14009.17
001Vp000003fGNYIA2,Carbon Cap,0.0,2598.09,2598.09,0.0,6536.56
0016100000ZcoocAAB,QueryClick,0.0,2590.51,2590.51,0.0,17210.71
001Vp000004qA5wIAE,4most,962.12,1627.23,2589.35,37.2,12386.22
0013f000009e3z0AAA,Kent County Council,0.0,2587.3,2587.3,0.0,5452.41
0018Y00002veUeAQAU,Department of Agricultural Environment and Rural Affairs (DAERA),1.49,2575.5,2576.99,0.1,6784.78
0018Y00002fr8OKQAY,TURNER & TOWNSEND,1112.95,1440.06,2553.01,43.6,4018.0
0016100001H6kCsAAJ,Forvis Mazars Group,9.36,2533.18,2542.54,0.4,5175.31
0018Y000031DnQxQAK,Ultimate Finance,1064.6,1469.99,2534.6,42.0,4788.14
0018Y00002zIozYQAS,UPP Group,1080.3,1451.89,2532.19,42.7,5191.0
00161000011bpDPAAY,BMS Group,2395.97,110.18,2506.15,95.6,7141.14
0016100001G26IKAAZ,Department for Education (DfE),10.16,2446.18,2456.34,0.4,8159.88
0018Y000036eB3jQAE,Oxera,1308.04,1145.41,2453.45,53.3,4646.09
0014N00002BA283QAD,Czarnikow Group,1474.63,974.63,2449.26,60.2,6509.46
0013f000004SBxVAAW,Rimes,871.21,1566.8,2438.01,35.7,26760.68
0018Y000036eB5BQAU,Bregal Investments,1123.4,1305.56,2428.97,46.3,6102.43
001Vp000008hYUzIAM,hotaka.io,0.0,2356.77,2356.77,0.0,3410.72
001Vp000003fJriIAE,HF SOLICITORS LLP,1900.16,455.73,2355.89,80.7,9687.47
0014N000020s69DQAQ,Hayfin Capital Management LLP,0.0,2355.61,2355.61,0.0,7742.08
0016100001SRMWFAA5,Peabody State Bank,1604.07,743.41,2347.48,68.3,5054.32
0018Y000036eArOQAU,Individual Restaurants,767.81,1569.12,2336.93,32.9,10158.59
0016100001ODdtdAAD,IQVIA  Inc.,0.0,2292.39,2292.39,0.0,8574.66
0014N00001iqoL6QAI,Babcock International Group,269.08,2006.09,2275.18,11.8,5205.02
0018Y00002vRFaHQAW,Seapeak,1261.94,1009.92,2271.86,55.5,4959.62
0018Y00002seeiiQAA,Solent NHS Trust,667.71,1601.84,2269.56,29.4,14411.14
0016100000cEXEyAAO,Nintex,1658.13,609.93,2268.06,73.1,7370.24
001Vp00000PPKLKIA5,UnifEye Ltd,811.66,1430.53,2242.19,36.2,3288.13
0016100000U5Ds3AAF,Cisco Systems  Inc.,1651.47,566.96,2218.43,74.4,5259.47
0016100001TPJetAAH,Tata Communications,18.91,2186.15,2205.06,0.9,7452.78
0014N00001g8fXnQAI,3Cloud LLC,990.51,1198.8,2189.31,45.2,6038.94
0018Y00002fr8NSQAY,MSI Reproductive Choices UK,1939.58,249.21,2188.79,88.6,4878.34
001Vp0000033bUeIAI,Fevertree Limited,14.41,2157.94,2172.35,0.7,3698.05
0016100000gJemdAAC,Publicis Groupe,0.53,2165.24,2165.77,0.0,4327.32
001Vp000005e5W7IAI,Teach First UK,1226.48,938.32,2164.81,56.7,4766.55
0016100001H6k6aAAB,allpay Limited,0.0,2147.59,2147.59,0.0,6392.82
0018Y000032TC29QAG,Expro Americas  LLC,0.0,2124.15,2124.15,0.0,6702.7
001Vp00000MgTybIAF,BRISTAN GROUP LIMITED,1386.87,732.45,2119.32,65.4,17474.51
0016100001SQzDIAA1,Pete,0.1,2104.25,2104.35,0.0,4434.13
0013f000008og8MAAQ,Fifthdelta,0.0,2102.32,2102.32,0.0,5290.19
0016100001Qci6VAAR,AvePoint,1616.27,485.19,2101.47,76.9,10032.92
0014N00001tNbA2QAK,PZ Cussons,1469.32,607.07,2076.39,70.8,17652.12
0014N00001nfDfeQAE,IDH Group,0.0,2071.12,2071.12,0.0,4340.07
001Vp000000XQzqIAG,Headfirst Global PLC,1479.36,590.14,2069.5,71.5,4173.96
0013f00000AiPBxAAN,Gloucestershire County Council,0.0,2058.27,2058.27,0.0,8987.83
001Vp00000395oPIAQ,Red Flag Alert,1560.53,486.99,2047.52,76.2,7538.46
001Vp00000EyyhGIAR,PULSANT INTERMEDIATE LIMITED,956.29,1091.06,2047.35,46.7,16426.58
0014N00001g7VqXQAU,KPMG LLP (US),1634.73,402.46,2037.19,80.2,7646.95
001Vp000003kPRZIA2,IntelliAM AI PLC,987.31,1015.55,2002.86,49.3,3947.7
0018Y00002qS3CBQA0,International Tennis Federation,736.46,1234.11,1970.57,37.4,7464.13
0018Y000031CfLcQAK,Hallo Healthcare Group,0.0,1933.43,1933.43,0.0,4435.03
0016100001WnAUpAAN,Lancashire Teaching Hospitals NHS Foundation Trust,1414.77,508.66,1923.43,73.6,30063.47
001Vp000000ZILbIAO,Ford Motor China,98.78,1789.4,1888.18,5.2,3781.48
0013f000009dyWTAAY,Wandsworth Council,1435.38,440.63,1876.01,76.5,4712.4
0018Y00002frhyGQAQ,Barnet  Enfield and Haringey Mental Health NHS Trust,429.62,1434.13,1863.74,23.1,12799.26
0013f000009g70iAAA,UK Sports Institute Limited,1530.44,326.2,1856.64,82.4,9096.53
0018Y00002yHGbVQAW,The R&A,512.81,1327.02,1839.84,27.9,5054.81
001Vp000005ycJ3IAI,Mobius,1230.05,603.91,1833.96,67.1,6424.95
0018Y00002fsSxAQAU,Arreoblue LTD,989.57,811.47,1801.04,54.9,6080.78
0013f000008odxiAAA,Auditdata A/S,0.0,1795.46,1795.46,0.0,5136.98
001Vp000005dFxIIAU,HCFX,1235.95,547.48,1783.43,69.3,3956.84
0014N000020q5PUQAY,Save the Children Federation  Inc,1553.71,221.28,1774.99,87.5,2890.78
001Vp0000033ZhSIAU,My Money Matters,157.82,1612.2,1770.02,8.9,5279.28
0018Y00002r4Z8oQAE,Macro Hive Ltd,1081.05,688.93,1769.99,61.1,3406.06
001Vp00000WvvolIAB,Bakkavor Foods Limited,347.57,1419.77,1767.34,19.7,13442.28
0014N00001tQE8RQAW,Stonegate Pub,6.35,1754.53,1760.88,0.4,4681.67
001Vp00000MbSohIAF,Newcastle Building Society,1329.91,416.49,1746.4,76.2,5364.91
001Vp00000Fp8vuIAB,South Wales Police,1389.26,353.31,1742.57,79.7,4151.24
0018Y000036eAuSQAU,Global Banking,0.0,1717.66,1717.66,0.0,5943.45
001Vp00000itEsFIAU,Deesha,355.54,1359.75,1715.3,20.7,2817.64
0016100001QciCxAAJ,Berkshire Hathaway Energy Company,993.18,671.22,1664.4,59.7,3707.31
0018Y00002yHgxgQAC,Victory Hill Capital Partners,1520.63,138.05,1658.68,91.7,4226.72
0018Y0000347JT9QAM,Canal & River Trust,643.1,1009.94,1653.04,38.9,4842.39
0013f00000AiNtvAAF,OneAdvanced IT Services Limited,622.51,1021.22,1643.72,37.9,4416.16
001Vp000001JQ00IAG,BoilerJuice,0.0,1638.44,1638.44,0.0,3113.08
0018Y00002lraEVQAY,Sportlight Technology,1008.08,598.19,1606.27,62.8,5595.62
0014N00001tNfSJQA0,Kensington Mortgages,0.0,1583.03,1583.03,0.0,3745.84
001Vp00000DVzqvIAD,Leanix  Inc.,1099.92,462.56,1562.48,70.4,5316.88
0013f0000063j4MAAQ,University of Southampton,519.42,1031.81,1551.23,33.5,29341.27
0016100001Ezon6AAB,Elastacloud,36.67,1505.45,1542.13,2.4,5187.89
0016100001QdGUmAAN,Serco,274.77,1262.47,1537.24,17.9,64311.61
0016100001H6v2PAAR,UiPath,0.0,1519.56,1519.56,0.0,8280.95
001Vp000007r6kuIAA,British Psychological Society,585.93,914.68,1500.6,39.0,5989.22
001Vp00000Lt93OIAR,Sustainware,910.95,573.76,1484.71,61.4,2610.46
001Vp0000038zssIAA,SEPLAT ENERGY PLC,0.0,1483.62,1483.62,0.0,3174.86
001Vp00000UJrnJIAT,J.W. FILSHILL LIMITED,645.08,832.79,1477.87,43.6,2193.2
0013f000009f6rVAAQ,Royal Mencap Society,143.16,1328.39,1471.54,9.7,7448.86
0013f000009fnkKAAQ,Residently,0.0,1468.63,1468.63,0.0,5706.28
0016100001F0UgBAAV,GSK,0.0,1462.93,1462.93,0.0,8537.19
001Vp0000033SUqIAM,dpr.co.uk,1276.92,185.51,1462.43,87.3,3527.42
0016100001XnYgiAAF,Immuta,128.75,1321.2,1449.94,8.9,1800.82
0014N00001nfDeCQAU,Barratt Developments,891.89,549.16,1441.05,61.9,3338.23
0013f0000063xxLAAQ,Unmapped Workspaces - EMEA,0.0,1440.94,1440.94,0.0,4254.88
001Vp00000d11DKIAY,GHANA REVENUE AUTHORITY,901.0,535.67,1436.67,62.7,2259.6
0018Y00002yHbmBQAS,Bennetts Motorcycle Services Limited,1039.99,385.5,1425.49,73.0,6455.11
001Vp0000033VvOIAU,Barnardo's,970.29,450.52,1420.81,68.3,2242.26
001Vp00000JgWYUIA3,Expert Thinking (Consulting) Limited,0.0,1414.84,1414.84,0.0,3318.43
001Vp00000HsaEXIAZ,zenbyzenith.com,1333.97,77.59,1411.56,94.5,3478.64
0016100001TNJIpAAP,Repsol  SA,952.54,456.25,1408.8,67.6,4627.07
0018Y00002m3kVAQAY,Talking Medicines,37.6,1360.06,1397.66,2.7,3689.44
001Vp000007kAYDIA2,Colibri Digital,553.55,836.26,1389.81,39.8,2363.41
001Vp0000033feaIAA,Keller Postman,662.67,723.06,1385.73,47.8,2825.69
001Vp00000LE7iWIAT,Monmouthshire Building Society,962.68,409.62,1372.3,70.2,2966.93
001Vp00000aryXaIAI,sms-plc.it,297.12,1057.23,1354.35,21.9,8358.5
0016100001cg8OfAAI,Deloitte Australia,532.61,809.58,1342.19,39.7,12463.18
0014N00001nfDqrQAE,J Murphy & Sons,0.0,1328.84,1328.84,0.0,4598.05
0018Y00002sfpT6QAI,Rhondda Cynon Taff County Borough Council,0.0,1326.02,1326.02,0.0,2857.71
0016100001XnYBjAAN,University College London,0.0,1325.54,1325.54,0.0,4521.99
001Vp00000JcLyDIAV,Shackleton Advisors,916.84,407.88,1324.72,69.2,9930.79
0018Y000036dcqmQAA,Marie Curie,300.73,1017.78,1318.51,22.8,3054.39
0016100001XoyAmAAJ,Lighthouse Document Technologies,0.0,1316.95,1316.95,0.0,3329.01
00161000005eOclAAE,DNV,0.0,1312.01,1312.01,0.0,4593.93
001Vp00000GD1xzIAD,Swiipr,0.0,1301.73,1301.73,0.0,3828.6
001Vp0000096EWBIA2,GREENWICH LEISURE LTD,94.9,1195.81,1290.71,7.4,3733.15
0016100001WoQcmAAF,Bentley Systems,0.0,1247.39,1247.39,0.0,6977.29
001Vp00000FGOvNIAX,PRI ASSOCIATION,501.14,745.94,1247.08,40.2,1940.92
001Vp00000M8NKZIA3,The In Group,242.23,994.02,1236.25,19.6,9935.69
001Vp00000Mf66WIAR,NEXGEN CLOUD LIMITED,420.32,811.45,1231.77,34.1,1955.49
0014N000027OvInQAK,Gratte,163.32,1063.17,1226.49,13.3,1576.38
001Vp0000033geAIAQ,Gravita,520.3,693.55,1213.85,42.9,2391.18
0018Y00002schE2QAI,SImpson Associates Information Services Limited,758.19,446.46,1204.65,62.9,2810.01
00161000011cKWtAAM,Dentsu US Merkle,140.58,1053.57,1194.15,11.8,3555.45
001Vp0000038xOGIAY,Outernet Global,500.37,686.02,1186.4,42.2,2040.56
001Vp0000038z1WIAQ,dataparq.com,39.79,1145.89,1185.68,3.4,1842.86
001Vp00000TMNJuIAP,Nurse Plus Bristol,479.97,678.82,1158.8,41.4,1739.68
001Vp00000BGWGvIAP,LEGAL AND GENERAL AFFORDABLE HOMES (CAPITAL) LIMITED,580.42,575.16,1155.59,50.2,2377.77
001Vp000004Qzh6IAC,itslaw.co.uk,0.0,1140.8,1140.8,0.0,2427.53
0016100001N4PMfAAN,apetito,0.0,1140.47,1140.47,0.0,4252.67
001Vp0000075w90IAA,FORTH ENERGY LIMITED,913.92,222.97,1136.89,80.4,3009.15
001Vp0000045IABIA2,John G. Russell,317.62,803.99,1121.61,28.3,2449.27
0016100001SUIRuAAP,Harrods,747.99,361.11,1109.1,67.4,9454.64
001Vp00000P2eZHIAZ,Initials CX,0.0,1106.4,1106.4,0.0,2774.0
0013f0000065ARnAAM,Geronimo Power,0.0,1105.08,1105.08,0.0,3128.35
001Vp00000Np3D7IAJ,REALSTAR INTERNATIONAL LIMITED,581.15,496.27,1077.42,53.9,2191.38
0016100001BJAHKAA5,Sagacity Solutions,837.4,238.82,1076.22,77.8,1711.0
0018Y00002yEg0JQAS,Durham County Council,0.0,1074.91,1074.91,0.0,3849.1
0018Y00002yGr5RQAS,Jersey Post,51.99,1020.44,1072.43,4.8,3367.14
0018Y00002frqshQAA,Itch Pet,0.0,1056.95,1056.95,0.0,2260.85
001Vp00000GqEaMIAV,Treefrog Consulting Ltd.,641.37,410.8,1052.17,61.0,2127.39
001Vp00000QeVvmIAF,smartcmd.tech,0.0,1048.12,1048.12,0.0,4739.9
0018Y00002fp9sRQAQ,Origin Housing,0.24,1046.19,1046.43,0.0,4038.22
001Vp000009JEzwIAG,stateraoperations.co.uk,0.0,1046.39,1046.39,0.0,2699.66
001Vp0000033Ze9IAE,Carestream Dental,0.0,1043.12,1043.12,0.0,4090.65
0013f000008oynpAAA,Flexitricity,0.0,1027.78,1027.78,0.0,3022.87
001Vp00000FGMC4IAP,virginmediao2.co.uk,1.1,1022.42,1023.52,0.1,24443.11
0018Y00003472wfQAA,Versilia Solutions,0.0,1021.75,1021.75,0.0,2583.54
001Vp00000eBV7vIAG,ratioventures.com,935.66,79.5,1015.16,92.2,1912.92
0016100001QeO2TAAV,StoneX Group Inc.,582.51,426.67,1009.19,57.7,135558.11
001Vp0000054iyuIAA,Catch22,512.29,491.12,1003.4,51.1,3158.26
001Vp00000I8E59IAF,BW: Workplace Experts,987.53,2.99,990.52,99.7,2491.24
0018Y00002qSHOdQAO,Norfolk County Council,881.25,101.4,982.65,89.7,2034.3
0016100001TPJvKAAX,Kroll,646.77,333.97,980.74,65.9,2710.13
001Vp00000d0pgoIAA,HITACHI CONSTRUCTION MACHINERY (UK) LIMITED,660.79,305.55,966.33,68.4,1925.82
0016100001Fz4CHAAZ,ARAG,827.98,130.63,958.62,86.4,1852.51
001Vp0000038xyuIAA,Anthony Nolan,507.93,449.27,957.2,53.1,1662.58
0016100001Xn72CAAR,Perkbox Limited,0.0,950.28,950.28,0.0,2794.93
0016100001XnaAMAAZ,Apexon,157.14,791.78,948.92,16.6,1294.68
001Vp00000VB2npIAD,NATIONAL CENTRE FOR SOCIAL RESEARCH,39.27,886.65,925.92,4.2,5699.13
001Vp00000LbWPpIAN,ORGANOX LIMITED,428.79,491.85,920.63,46.6,1189.23
001Vp000005IE51IAG,Heidi,449.74,453.58,903.32,49.8,1117.52
001Vp00000MDdy9IAD,petratradefinance.com,0.0,902.27,902.27,0.0,2312.63
001Vp00000Kd85VIAR,AKO CAPITAL LLP,6.85,874.46,881.31,0.8,2225.8
