salesforce_account_id,account_name,active_workspace_count,q4_2025_dbus,q4_2025_dollars
0016100001WR9y0AAD,Version 1,9,326.08,158.62
0018Y00002pLZRJQA4,RoundShield,1,323.2,93.41
001Vp000008hj3jIAA,payine.com,3,321.82,93.01
0016100001D5Xc3AAF,NHS Digital,8,317.28,129.91
001Vp00000KdO6zIAF,LB FINANCIAL SOLUTIONS LIMITED,2,311.28,123.7
001Vp000003FlQBIA0,uptitude.cloud,4,309.74,48.58
001Vp00000Q6pSHIAZ,NATIONAL SOCIETY FOR THE PREVENTION OF CRUELTY TO CHILDREN,6,305.57,205.93
0013f000009dyX7AAI,Office of the Police and Crime Commissioner of Leicestershire (OPCC),1,305.21,90.73
001Vp000003vnC7IAI,YORK ST JOHN UNIVERSITY,4,292.63,118.75
0018Y00002seMc5QAE,CREDERA HOLDINGS LIMITED,2,282.47,163.83
001Vp0000033e4PIAQ,Analytics 8 LTD,1,272.0,211.72
001Vp000002SIYnIAO,Leumit Health Care,2,270.47,138.95
001Vp00000gom2vIAA,pairnow.ai,3,264.38,162.75
001Vp00000UJsjNIAT,XLVET UK LIMITED,1,251.49,124.02
001Vp0000067CPUIA2,Raaslab,1,249.78,157.11
001Vp00000f068KIAQ,Journey Hospitality,1,235.27,132.8
0016100001YhaFpAAJ,Altius aquired by Avanade,4,233.47,92.86
001Vp00000UMBZvIAP,CBPE VIII INVESTCO LIMITED,1,230.92,157.73
001Vp00000GqDKwIAN,ENCORE SEARCH (LONDON) LLP,1,227.85,106.52
001Vp00000PLkWLIA1,Avicenatech  Corp.,1,224.68,102.1
001Vp00000HQppyIAD,HARCUS PARKER LIMITED,1,224.6,132.36
001Vp00000cbcGbIAI,martleycap.com,1,223.29,113.88
001Vp00000Az2ITIAZ,bespoke-xyz.com,3,222.85,88.56
0018Y00002pLoRcQAK,Ernst & Young GmbH,6,221.16,93.47
0018Y00002scE7PQAU,ERNST & YOUNG LLP,11,217.7,91.09
001Vp0000033iZDIAY,Perenna,1,217.49,102.62
0016100001fQcT4AAK,National Records of Scotland,5,216.69,86.11
001Vp00000LtL69IAF,MISSION AVIATION FELLOWSHIP INTERNATIONAL,2,215.28,100.64
00161000016unapAAA,Campbell,3,214.07,46.4
001Vp00000ZsoF1IAJ,HEALTH NWE LIMITED,1,201.19,85.54
001Vp0000033YgGIAU,NETWORK HOUSING GROUP LIMITED,3,201.18,22.93
001Vp000003FmfTIAS,CATALYTICS DATUM PRIVATE LIMITED,2,191.02,54.61
0016100001Dy5h7AAB,The Rank Group,2,187.94,54.31
0013f0000043IMzAAM,Mastek Limited (HQ),4,180.96,79.23
0016100001aqtfPAAQ,Civica,12,176.14,37.31
001Vp00000EKne1IAD,CONTENGO LTD,1,174.69,83.24
0016100001TPLL5AAP,Amwins Group,5,174.29,86.88
001Vp00000L7o2QIAR,BIG BUSINESS WINS LIMITED,1,173.98,50.28
001Vp00000cbiFWIAY,ACCESSIBLE INTELLIGENCE LIMITED,3,173.63,84.86
0018Y000036fLEmQAM,Commonwealth Secretariat,1,168.97,85.14
0016100001N3VlAAAV,Informa,1,166.78,56.71
0016100001WnAAxAAN,Somerset NHS Foundation Trust,4,164.86,69.86
0016100001BItC1AAL,A2Dominion Group,4,162.83,66.19
001Vp00000fMkfhIAC,Smarter Communities,106,160.45,106.33
001Vp00000gDXAtIAO,syntheticr.ai,1,157.59,46.23
0018Y000032TTshQAG,Midlands Partnership University NHS Foundation Trust,4,152.29,39.75
001Vp000005yqbzIAA,aviationsustainabilityforum.com,1,151.69,112.64
0016100001ODYqIAAX,Persistent Systems Limited,4,150.1,52.56
0013f000009eYmCAAU,Crezco,1,150.04,91.41
001Vp00000Qnq6ZIAR,Cartrefi Cymunedol Gwynedd,1,149.4,62.41
0013f0000064r7XAAQ,Compleat Software,2,145.06,49.32
001Vp00000bM53oIAC,revolutionise.uk.com,4,143.65,65.72
0016100001XnYnOAAV,Actuant,1,139.63,71.78
001Vp00000QCAPhIAP,LOOKTHRU LIMITED,1,135.7,85.79
0014N00001iHAGbQAO,City Facilities Management,4,134.53,49.32
001Vp0000038qrFIAQ,gladstonesoftware.cloud,1,134.18,31.77
0014N000020qoG6QAI,Elysium Healthcare,2,130.56,61.01
001Vp0000054fBYIAY,WAKE MEDIA GROUP LIMITED,2,126.36,63.31
001Vp0000033hLHIAY,GUILDHAWK LIMITED,1,126.36,16.11
001Vp00000YMCmyIAH,inheritec.co.uk,1,126.2,42.91
001Vp0000033VZ4IAM,LYKUS TECHNOLOGIES LIMITED,7,125.14,55.22
001Vp00000AO5nSIAT,Krystal Clarity Ltd,8,115.28,82.06
001Vp000003FZVVIA4,wearehypercube.com,5,113.98,79.36
0016100001EzrqSAAR,Cubic,8,113.28,57.23
0018Y00002kw7EJQAY,Distributed Analytics Solutions,1,110.24,48.94
0014N000027QibZQAS,Sony Electronics SG,4,107.63,44.33
001Vp0000033UBMIA2,GAMA HEALTHCARE CORPORATION LIMITED,1,107.27,42.63
0016100001fQSa4AAG,Tata Consultancy Services (HQ),1,105.94,24.53
001Vp00000YKChRIAX,iace.mod.gov.uk,2,105.53,31.46
0014N00001tQE66QAG,SLR,1,102.18,57.6
0016100001SR6UHAA1,Stark,4,101.38,43.05
001Vp0000033VKGIA2,datawalk.co.uk,1,101.04,64.1
001Vp00000ddEsfIAE,planai.co,1,100.86,34.29
0018Y00002kwiWDQAY,Springpeople,1,99.73,46.6
001Vp000003fICLIA2,Hippo Digital,3,98.9,77.98
001Vp00000eOzOHIA0,rivieratravel.tech,1,98.5,38.7
0018Y00002m547VQAQ,iQ Student Accommodation,2,97.43,41.09
0018Y00002m54iEQAQ,Little Journey,2,97.15,72.78
0018Y0000347GBRQA2,Orkes Inc.,1,93.97,51.14
001Vp00000cvNrdIAE,ENGAUGE CONSULTING LLP,1,93.89,42.0
001Vp00000XukRmIAJ,Lightrock LLP,1,93.81,55.09
0016100001G29sBAAR,MultiChoice,9,92.08,52.73
0018Y000036cxonQAA,esynergy Solutions Limited,1,91.37,37.59
001Vp00000JjGDuIAN,barcanet.com,1,88.27,44.03
0016100000U5DpQAAV,CBRE,1,87.4,40.32
0018Y00002vRCxiQAG,Best In BI Solutions SL,2,86.79,19.09
0016100001H6O2wAAF,Next Retail Ltd,3,86.38,37.68
0014N00001zBVhoQAG,Ofgem,5,85.5,56.72
001Vp00000dz7KjIAI,AUDACIA CONSULTING LIMITED,1,83.92,42.22
001Vp00000FGNhaIAH,alumno.unlam.edu.ar,1,81.92,58.71
001Vp0000059FwDIAU,clickflow.co.uk,3,81.81,38.84
001Vp00000DFO2YIAX,brightstonesolutions.co.uk,2,78.85,62.87
001Vp00000XVhFNIA1,dbax.co.uk,1,78.2,37.91
0016100001BItGvAAL,Lagardère,1,76.2,37.3
001Vp00000CPAq5IAH,Xceedance Inc.,1,74.85,20.33
001Vp00000390FPIAY,SOFTWIRE TECHNOLOGY LIMITED,4,74.71,31.41
001Vp0000038uLKIAY,ASTUTE ELECTRONICS LIMITED,3,73.99,29.4
001Vp00000L7p3JIAR,MINDGARD LTD,1,73.43,33.14
0016100001H5GSCAA3,Skanska,2,71.95,43.36
0016100001H6k8zAAB,Electricity North West,1,71.77,57.96
001Vp00000Qpr6bIAB,moodly.education,1,70.59,45.59
0013f000005SWJsAAO,Hovis Ltd,1,69.8,27.74
001Vp00000FZ7h8IAD,THE OASIS HEALTHCARE GROUP LIMITED,1,69.51,31.15
001Vp000004QaDrIAK,FOIL Limited,5,67.29,47.52
001Vp00000byvMJIAY,illuminatingcontext.com,1,67.25,39.17
0016100001DwVLWAA3,MTN Group,5,66.58,25.52
001Vp00000as4ukIAA,BLUEPRINT HOLDINGS (MALTA) LTD,1,65.24,44.49
001Vp0000038xhUIAQ,btopenworld.com,1,64.73,31.66
0016100001BKxueAAD,Rolls-Royce,4,64.08,31.95
0016100001Qci8lAAB,The University of Texas System,2,63.94,29.1
001Vp00000LDaWLIA1,acog.aero,1,63.93,21.73
0018Y00002qSHMDQA4,University of Ulster,8,62.04,21.09
001Vp00000VdabJIAR,KINSETSU LIMITED,1,61.63,29.44
0016100001TPGR9AAP,PwC EMEA,5,59.16,24.3
001Vp00000adiVzIAI,Viticulture LLC,7,56.82,28.78
0016100001TPJv0AAH,Neo4j  Inc.,2,56.65,33.08
0018Y000036fS5kQAE,Inver Re,3,56.42,16.36
0013f000004PokVAAS,Microlise,4,56.25,40.26
001Vp00000PLn7kIAD,BASAMH TRADING AND INDUSTRIES GROUP,1,55.92,45.16
0014N000020plXcQAI,Capital On Tap,1,53.59,39.64
0016100001YgBp3AAF,G Adventures,1,53.3,18.2
0018Y000036fSVsQAM,BCIS LIMITED,3,51.78,20.58
0018Y00002qSFu8QAG,Maritime Strategies International Ltd,1,51.3,23.98
0018Y00002yGJBwQAO,CIRCANA  INC.,2,48.8,31.22
0016100001WR9wOAAT,Cognizant UK,5,47.81,16.99
0013f00000AiP8FAAV,University of East London,3,47.47,22.23
001Vp0000033VnOIAU,XYENTA LIMITED,3,45.45,29.41
001Vp00000hdwhnIAA,JJ & TEAM LIMITED,1,44.69,27.8
001Vp00000GIMs6IAH,CLS HOLDINGS PLC,1,44.54,15.14
001Vp0000033bftIAA,Bridewell,2,44.28,5.94
0016100001fQcWHAA0,Scottish Government,1,43.25,17.19
0016100001F1VhYAAV,GlobalLogic,2,42.93,24.99
001Vp00000IbqVFIAZ,CLOUDS CHOICE LIMITED,1,42.9,23.77
0016100001H6k7aAAB,Brooks Macdonald,6,42.47,14.44
0016100001XnZVrAAN,Eze Castle Integration  Inc.,2,42.28,18.61
001Vp00000TrcxjIAB,COLOURS OF DATA LTD.,4,41.83,26.44
001Vp00000IbqrrIAB,londoninnovationlabs.com,3,40.67,16.62
0016100001QfHVqAAN,Jellyvision,7,40.49,26.9
001Vp00000394KiIAI,I T Vet,1,40.32,11.65
001Vp00000UgOCjIAN,Klipboard,1,40.26,30.59
001Vp00000aRRh1IAG,CYBIT GROUP LIMITED,1,39.85,13.55
0016100001Yhm9RAAR,UK Hydrographic Office (UKHO),2,39.14,26.98
0013f000003nzKeAAI,NATE,1,38.78,18.13
0014N00001g7mlAQAQ,Anaconda  Inc.,1,38.68,18.33
0014N00001woM3hQAE,Fujisoft Incorporated,1,38.07,23.08
001Vp000006Di6OIAS,FINOVA CAPITAL PRIVATE LIMITED,1,37.62,12.79
0018Y00002qShTIQA0,Intelligent Debt Management,1,37.11,25.28
001Vp0000033b9eIAA,ESRI UK,6,35.06,9.61
001Vp000004R3h3IAC,Funded Trading Plus,1,34.25,23.79
001Vp00000JgccHIAR,differentialanalytics.com,1,34.23,11.64
0014N00002BE1DfQAL,CGI,7,33.06,12.64
0018Y00002vQllAQAS,CHURCH OF ENGLAND CENTRAL SERVICES,1,33.04,7.48
001Vp00000BecZmIAJ,OneTwo Tech,2,32.88,11.18
001Vp00000KkEEAIA3,NORTH PARK DATA LTD,2,32.41,17.41
001Vp00000KSxbCIAT,marsantech.net,1,31.42,8.37
0013f000004S4YKAA0,Netcetera AG,1,30.78,14.39
001Vp0000033UPrIAM,ARNOLD CLARK AUTOMOBILES LIMITED,2,27.69,9.41
0016100001H4cFhAAJ,SoftServe,2,27.17,15.86
001Vp000008RJouIAG,Intelligent AI,1,25.97,11.35
001Vp00000ghxbKIAQ,beargroup.uk,1,25.51,15.96
0016100001EzK0hAAF,LogicMonitor,1,25.29,14.7
001Vp00000TK1vOIAT,br.trident-energy.com,1,25.25,9.09
001Vp00000HQyLJIA1,SEALSTONE LIMITED,2,24.11,14.29
001Vp00000fVYp2IAG,4threvolution.co.uk,1,23.19,14.93
0016100000U5DviAAF,Cognizant Technology Solutions (HQ),15,22.48,4.84
001Vp0000033bPoIAI,INCIPER LIMITED,2,22.47,11.13
0014N00001wsPBqQAM,Colart,2,22.18,7.54
0018Y00002sbmu7QAA,Asper.ai,1,21.7,14.27
001Vp0000033efIIAQ,student.uwl.ac.uk,1,21.63,16.52
001Vp00000R9pYPIAZ,EG ON THE MOVE LIMITED,3,20.8,12.26
001Vp00000VZthWIAT,trend-labs.co.uk,1,20.36,15.12
0016100001Fyv3FAAR,DXC Technology (HQ),12,20.33,9.82
0014N00001nfk7UQAQ,First Rate Exchange,2,20.13,6.85
001Vp0000033fbHIAQ,South Gloucestershire Council,2,20.03,4.59
001Vp00000iTmzFIAS,mythsmiths.co.uk,1,18.5,12.27
001Vp00000hreJWIAY,ELECO PUBLIC LIMITED COMPANY,1,18.26,3.22
0014N00001ip6SSQAY,Neudesic,2,17.05,9.42
001Vp0000038qpTIAQ,michiels.me.uk,1,17.03,7.28
0014N00001zBVjtQAG,University of Texas - Dallas,2,16.84,7.88
0018Y00002fr75sQAA,Anova,2,16.2,8.9
001Vp00000cvJo1IAE,DEEPER THAN BLUE GROUP LIMITED,1,15.86,7.74
0018Y0000348bpMQAQ,Reverse Logistics,1,15.29,9.87
001Vp00000iCmpAIAS,cco.com,1,15.08,9.65
001Vp000005XAvbIAG,DAMM ENVIRONMENTAL HOLDINGS LIMITED,1,14.73,6.88
001Vp000007dKyxIAE,Coreflex Solutions Inc.,1,14.6,7.05
0016100001BKNmhAAH,Commerzbank,2,14.54,7.61
001Vp00000ZcEvRIAV,staveley.org,1,14.41,6.74
0016100001BItH8AAL,Lloyds Banking Group,5,14.36,1.59
0014N00001ndEulQAE,Grant Thornton,3,14.1,8.22
0013f000004Soe3AAC,EPAM Systems Inc (Dev sandbox),5,14.02,6.27
0016100001EzmreAAB,Euromonitor International,1,13.66,6.72
0016100001TPLE9AAP,Mphasis,1,12.87,6.02
00161000005eOcIAAU,Palantir Technologies Inc.,2,12.47,5.92
0016100000cF386AAC,Health Care Service Corporation (HCSC / Blue Cross and Blue Shield of Illinois  Montana  New Mexico  Oklahoma & Texas),1,11.83,6.42
0016100001WQRxKAAX,Kainos,11,11.71,5.47
0016100001XnYFvAAN,Ensono,4,11.33,4.57
001Vp00000L7pcnIAB,hospitalinsights.co.uk,1,11.29,1.22
001Vp0000038tnSIAQ,DATAHAI BUSINESS INTELLIGENCE SOLUTIONS LIMITED,2,11.27,6.55
0018Y00002fsD9oQAE,AlphaFMC,1,11.26,6.01
001Vp0000033ZacIAE,ASPIRE SYSTEMS (INDIA) PRIVATE LIMITED,1,10.93,3.49
0014N00001g8LLOQA2,TM Forum,2,10.83,3.68
001Vp00000Sfo3zIAB,THE INFORMATION LAB ITALIA SRL,1,10.59,7.11
001Vp00000a2FFyIAM,CRB CUNNINGHAMS LIMITED,1,10.56,3.21
001Vp00000395jYIAQ,johnmenzies.aero,2,10.51,2.68
001Vp00000focQgIAI,corp.energyone.com,1,10.2,7.6
001Vp00000RdZcpIAF,development.sellafieldcloud.co.uk,1,10.09,5.49
001Vp00000Sw4O5IAJ,responsiveanalytix.co.uk,1,9.97,4.24
0016100001ZWixZAAT,National Audit Office,2,8.81,5.59
001Vp00000eTMcgIAG,ANTARES GLOBAL HOLDINGS LIMITED,1,8.72,4.76
0013f00000Aid1TAAR,Faculty Science Limited,1,8.51,4.06
001Vp00000XzLPWIA3,METERING & MEASUREMENT SERVICES LIMITED,1,8.41,5.43
0018Y000036fKzIQAU,Ceto AI,2,8.24,2.14
001Vp000004D87RIAS,onpgroup.co.uk,1,8.09,2.75
0018Y000031DMUCQA4,Rplus Analytis Solutions Private Limited,1,8.09,5.22
001Vp00000Get4iIAB,Opple Lighting,11,8.06,3.88
001Vp00000CoWHBIA3,jersey.police.je,2,7.51,1.9
0018Y000031DD4hQAG,Cloud Formations Ltd,9,7.4,4.31
001Vp00000VwhHNIAZ,FIDERES PARTNERS LLP,1,7.34,3.68
0018Y00002scE5yQAE,Capita PLC,1,6.95,0.78
0013f000002nKU9AAM,HCL Technologies Limited,9,6.71,3.51
001Vp0000033an2IAA,cothinks.com,1,6.62,4.5
001Vp00000Ppzr9IAB,agileretail.co.uk,1,6.46,4.01
001Vp00000eTC6uIAG,PREMIER GATEWAY SOLUTIONS LTD,1,6.4,2.18
0013f0000065HBRAA2,iLink Digital (HQ),2,6.37,1.62
0014N00001tNbSbQAK,PayPoint,2,6.23,0.68
0018Y00002yEg1MQAS,Bournemouth University,1,6.21,2.91
001Vp00000IBYqTIAX,blackstoncoopers.co.uk,1,6.18,3.02
001Vp00000Usc5UIAR,PIXELFUSION LIMITED,1,5.87,3.92
001Vp000005DkDXIA0,bundredsoftware.com,2,5.83,1.49
001Vp0000033ZUOIA2,STORM HEALTH LTD,1,5.51,1.87
0018Y00002vQ9nAQAS,Vitesse PSP Limited,2,5.49,4.08
001Vp00000YGadRIAT,lainebiz.fi,1,5.32,3.13
001Vp00000BuCt8IAF,icode.dev,1,5.22,3.52
001Vp00000Gq9FjIAJ,simplifydata.co.uk,1,5.2,1.97
00161000011ZrC8AAK,Nokia,1,4.81,2.25
0016100001G26HkAAJ,Informatica,2,4.76,3.07
0016100001QciSbAAJ,WSP,3,4.69,1.53
0014N000027P2NUQA0,Stephenson Harwood,2,4.56,2.13
001Vp00000hDHGnIAO,graemeboulton.com,1,4.42,2.5
0016100001asGRYAA2,Celebal Technologies Private Limited (HQ),1,4.23,1.98
001610000142FoyAAE,Talend,5,4.12,1.33
001Vp00000cA4pFIAS,AFFINITY IFA LIMITED,1,4.06,1.38
0016100000QKP0uAAH,Unilever,3,4.04,1.99
0018Y0000349Ri4QAE,Supreme AI Solutions,2,4.03,2.67
0018Y00002zIpE8QAK,Lumilinks,2,3.92,2.56
0016100000UNh4HAAT,Experian,5,3.84,0.43
001Vp0000033bw4IAA,data2insights.co.uk,2,3.84,1.89
0016100001H6k8nAAB,GraphPad Software LLC (d.b.a Dotmatics),1,3.75,2.29
001Vp00000VdnChIAJ,Statsoft  Inc.,1,3.5,2.27
001Vp00000DpxORIAZ,Cognita Schools,1,3.39,0.87
001Vp00000R2Iz8IAF,FRONTIER ECONOMICS LIMITED,1,3.36,1.9
0016100001D7Dy7AAF,Hitachi Vantara,1,3.33,1.17
001Vp00000HU8CrIAL,SILICON SQUARES CONSULTING LTD,1,3.32,2.15
001Vp00000GBgkQIAT,TRIMONTIUM LIMITED,1,3.24,2.17
0018Y000031DpN4QAK,Bulien LLP,1,3.17,1.88
0016100001G26IxAAJ,MICHAEL,11,3.15,1.07
001Vp00000N9KTjIAN,MoonLake Immunotherapeutics AG,1,3.13,1.46
001Vp00000DKvynIAD,CORE TECHNOLOGY SYSTEMS (U.K.) LIMITED,1,2.81,0.96
0013f000004RYUaAAO,National Physical Laboratory Limited,4,2.79,0.85
001Vp0000033j27IAA,argento-it.co.uk,1,2.75,0.39
001Vp0000038ilZIAQ,Ai.IO (aiScout),1,2.68,0.91
0018Y000032TzpVQAS,TH Cologne,1,2.59,0.88
001Vp00000eOwobIAC,student.junia.com,1,2.58,1.44
001Vp0000033aGoIAI,OCTAVIUS INFRASTRUCTURE LTD.,1,2.5,0.54
001Vp000005g27UIAQ,Open Trading Network,1,2.49,1.61
0016100000Y4X6vAAF,Slalom Consulting (HQ),5,2.29,1.57
001Vp0000033e1DIAQ,CANEI SOLUTIONS LIMITED,2,2.22,1.44
001Vp00000eBWgjIAG,noavc.com,1,2.09,1.35
0016100001H6kv8AAB,Willis Towers Watson,1,2.05,1.33
001Vp00000QnydaIAB,betacapital.pl,1,2.05,0.96
001Vp00000fCyyMIAS,Redpanda Data  Inc.,1,2.02,1.63
0014N000020qR8IQAU,OAG,2,2.01,0.68
001Vp0000033f9nIAA,artfarm.com,2,1.99,1.35
0014N00001g7tBHQAY,Indiana Wesleyan University,1,1.97,1.11
001Vp0000067jUrIAI,solv-systems.com,1,1.84,0.62
001Vp00000Y24f6IAB,J&T Express (极兔速递),1,1.83,0.86
0013f000004SnjpAAC,Bouvet Norge AS,1,1.77,0.83
0016100001LgvV5AAJ,Ordnance Survey (OS),12,1.63,0.74
001Vp00000gV64AIAS,DATAGOAT LIMITED,1,1.63,0.56
0018Y00002seFc5QAE,System,3,1.57,0.53
0016100001XnkcLAAR,Thames Valley Police,3,1.55,0.63
0014N00001g73I6QAI,MSN,1,1.54,0.72
0016100001TPKgXAAX,Georgia Tech - Georgia Institute of Technology,2,1.53,0.52
0013f0000064m6tAAA,Avanade,7,1.36,0.92
001Vp00000ALce7IAD,hgh1.co.uk,1,1.36,0.46
001Vp00000RdO6DIAV,Aegis London,1,1.36,0.63
0018Y00002sd2khQAA,MCKINSEY & COMPANY INC UNITED KINGDOM,1,1.29,0.14
0016100001SR2CRAA1,Andrews,4,1.25,0.42
0018Y00002yEFQGQA4,National College of Ireland,1,1.12,0.52
001Vp00000fGIB4IAO,entutech.nl,1,1.09,0.74
0018Y000036dWShQAM,Mondra Global Limited,2,1.06,0.5
001Vp00000gwOg8IAE,SHARPCLOUD LIMITED,1,1.02,0.35
0018Y0000347k7PQAQ,Acrisure International (Subsidiary Account to Acrisure LLC),3,1.01,0.73
0016100001XnZEqAAN,National University of Singapore (NUS),1,0.99,0.42
001Vp000006Low8IAC,student.hcmute.edu.vn,1,0.99,0.34
001Vp0000033aepIAA,craigporteous.com,2,0.91,0.42
0016100001SQS4kAAH,University of North Texas Health Science Center,4,0.91,0.43
0016100000U5DmTAAV,IBM (HQ),1,0.87,0.41
001Vp00000g7Sx3IAE,VOLTWISE POWER HOLDINGS LIMITED,1,0.81,0.38
001Vp00000KxJO6IAN,Western Digital Corporation,1,0.76,0.51
0016100001TPKYXAA5,Northeastern University,4,0.64,0.3
001Vp00000irdZvIAI,beyondanalytiq.co.uk,1,0.6,0.28
001Vp00000eOtvZIAS,TRINITYM LIMITED,2,0.57,0.27
00161000019QY6tAAG,Rabobank,2,0.54,0.25
0014N00002D7YnMQAV,Showmax,1,0.52,0.24
0016100001BLyq8AAD,Eni,1,0.52,0.18
0014N00001g7s15QAA,ActiveViam,12,0.49,0.23
001Vp00000HQxttIAD,mail.tau.ac.il,2,0.41,0.26
0013f00000642HWAAY,Birla Institute of Management Technology,1,0.36,0.17
0016100001SQgHQAA1,Amal,2,0.27,0.13
0018Y00002yEPLvQAO,Bobsled,10,0.23,0.15
0013f00000AiHbuAAF,SDG Group (HQ),1,0.16,0.05
0013f000009gEWoAAM,Paradigma Digital S.L.,1,0.04,0.02
001Vp0000033YgPIAU,student.pwr.edu.pl,1,0.0,0.0
0016100001H6kGFAAZ,South West Water,4,0.0,0.0
0016100001XnZVwAAN,The University of Texas at Arlington,1,0.0,0.0
001Vp000003933aIAA,ANYDATA AI LTD,1,0.0,0.0
001Vp00000TZm4IIAT,Abri Group,3,0.0,0.0
0013f000004TFdyAAG,Clyde & CO LLP,1,0.0,0.0
0016100000cD5fmAAC,Nuance Communications,7,0.0,0.0
0014N00002BCNTjQAP,TMF Group,1,0.0,0.0
001Vp0000033c7PIAQ,UNIVERSITY OF WEST LONDON,3,0.0,0.0
0016100001TPKziAAH,Impetus Technologies,1,0.0,0.0
0014N00002D7YtJQAV,Rotork,1,0.0,0.0
0016100001H6kuLAAR,Globant,1,0.0,0.0
0013f000009f8mjAAA,Amber Labs,1,0.0,0.0
001Vp00000IbjjyIAB,ltech.io,1,0.0,0.0
0018Y00002kw8kOQAQ,Cortland Partners LLC,1,0.0,0.0
00161000011ZrI1AAK,Schroders,1,0.0,0.0
0018Y00002kwidPQAQ,Madanapalle institute of technology & Science,1,0.0,0.0
001Vp00000656mAIAQ,SHIVOM LIMITED,3,0.0,0.0
0014N00001zD56yQAC,Pension Insurance Corporation plc,1,0.0,0.0
0016100001TPKYSAA5,MRI Software,1,0.0,0.0
001Vp000005IOyhIAG,SMART VISION INTERNATIONAL ACADEMY LTD,1,0.0,0.0
001Vp0000033Yn4IAE,gradis.co.uk,6,0.0,0.0
0014N00001g8Lo9QAE,Revantage Corporate Services  LLC,5,0.0,0.0
001Vp000003FnoVIAS,PARMENION CAPITAL PARTNERS LLP,3,0.0,0.0
0013f000005ScIqAAK,Ouest-France,5,0.0,0.0
0016100001D82nxAAB,Accenture Federal Services,12,0.0,0.0
00161000005eOlfAAE,Edlund-KTH,1,0.0,0.0
0018Y00002zJ1GFQA0,Printed.com,3,0.0,0.0
001Vp00000OxIXpIAN,TECHBI S.R.L.,1,0.0,0.0
001Vp0000033WGQIA2,subzero.software,1,0.0,0.0
0016100001IwVEMAA3,ATOS (HQ),3,0.0,0.0
0016100001F0yaqAAB,Food Standards Agency,2,0.0,0.0
0016100001QfFQeAAN,Karbon,2,0.0,0.0
0016100001UFGbbAAH,One Acre Fund,1,0.0,0.0
001Vp0000033gsNIAQ,AMPLIFI GROUP LIMITED,1,0.0,0.0
001Vp00000Ez2HoIAJ,REMODEVS SP Z O O,1,0.0,0.0
0013f00000AiLOdAAN,Mid and South Essex NHS Foundation Trust,1,0.0,0.0
001Vp000005cAhpIAE,Chatsi.ai,1,0.0,0.0
001Vp0000045NDAIA2,BDB LAVAL,1,0.0,0.0
0016100001SRJ0yAAH,Voice Systems Engineering,1,0.0,0.0
001Vp00000lU9XWIA0,evilsaint.me,2,0.0,0.0
0013f000009dyXlAAI,Warwickshire County Council,3,0.0,0.0
001Vp00000DFMghIAH,DOOTRIX LTD,1,0.0,0.0
0016100001SQw5eAAD,AGDATA,1,0.0,0.0
001Vp00000jSsWfIAK,premfina.cloud,2,0.0,0.0
0014N00001g89u3QAA,Optisol Business Solutions Pvt Ltd,2,0.0,0.0
001Vp00000cbgP4IAI,magnatec.net,1,0.0,0.0
001Vp000003Fm7dIAC,CORNDEL LIMITED,3,0.0,0.0
001Vp0000033TAZIA2,btinternet.com,1,0.0,0.0
001Vp000008RfvaIAC,Gulf International Bank,10,0.0,0.0
0014N000027OA3LQAW,Accelerated Enrollment Solutions,2,0.0,0.0
0016100001SUHhbAAH,NHS Improvement,2,0.0,0.0
001Vp0000033bntIAA,UNIVERSIDAD COMPLUTENSE DE MADRID,4,0.0,0.0
0013f0000065DiPAAU,Valcon (SI),2,0.0,0.0
001Vp0000038m4KIAQ,The Openwork Partnership,1,0.0,0.0
0016100001QciQ1AAJ,New Signature,2,0.0,0.0
001Vp0000033ZHYIA2,UNIVERSITY OF GREENWICH,1,0.0,0.0
0013f0000044Hh9AAE,High Speed Rail 2 Ltd,1,0.0,0.0
0016100001ZWMQYAA5,SURF,2,0.0,0.0
001Vp0000033W9zIAE,trasys.gr,1,0.0,0.0
00161000010FtMUAA0,Airwair Dr. Martens,7,0.0,0.0
00161000011ZZBYAA4,Inovalon,3,0.0,0.0
001Vp00000INsrlIAD,CONSTELLIA LIMITED,1,0.0,0.0
0016100001QbHtVAAV,NHS Education for Scotland,4,0.0,0.0
0014N00001g83aNQAQ,University of Cambridge,1,0.0,0.0
001Vp000003FfCWIA0,PRAESTO CONSULTING IE LIMITED,3,0.0,0.0
001Vp0000033c13IAA,my.bpp.com,2,0.0,0.0
001Vp00000Ez7uBIAR,slingshotaerospace.co.uk,2,0.0,0.0
0013f0000064HrGAAU,Atyeti Inc,2,0.0,0.0
0016100001TPKgbAAH,The Capital Markets Company (Capco) (Wipro),3,0.0,0.0
0016100001H74DHAAZ,Hitachi Solutions America Ltd.,4,0.0,0.0
0016100001G26LWAAZ,PAUL,9,0.0,0.0
001Vp00000EKYYqIAP,logicpark.com,1,0.0,0.0
0016100001SR3L2AAL,Pinewood,7,0.0,0.0
0016100001Ve8v1AAB,Solita (HQ),1,0.0,0.0
0013f000005RxhbAAC,DePaul University Corp,3,0.0,0.0
001Vp00000BqZjMIAV,NAZARBAEV UNIVERSITET V GORODE ALMATY  PREDSTAVITELSTVO,1,0.0,0.0
0018Y00002o0p0oQAA,Techmodal Ltd,2,0.0,0.0
0013f000009fo82AAA,Specture Labs,3,0.0,0.0
001Vp00000BuWTVIA3,informationtechconsultants.com,7,0.0,0.0
001Vp00000638qVIAQ,Civil Service,1,0.0,0.0
